video_id,category_id,views,likes,dislikes,comment_count
WfPu9Jrcpuk,10,8739175,190988,4084,6656
Wh1L0rOaa88,17,13375071,289322,9959,23254
WhJIUtMK1tU,24,133049,6173,86,571
WiQeLGqBfcs,17,972714,6535,339,1117
Wk6Z7HLpx8s,25,1257486,7301,940,3468
WkZVm_o3Sy4,10,533105,45076,443,2977
WknsomB28mE,26,616816,21557,751,1163
WlN04DM8ol0,24,4744,2,0,1
Wm8QlNCk-wg,28,5597364,107171,7152,6890
WmQR7X9SdeU,24,26921,204,431,322
WmYCUljsrDg,24,295231,8034,138,784
WoFqmF9GHWg,24,300313,7198,615,1104
WpTjFhA09kQ,22,486281,5890,432,0
Wpm07-BGJnE,10,36759844,834068,89869,93136
Wv0MKHbtcQQ,24,442716,30499,323,15770
WvV5TbJc9tQ,10,4795193,248867,2097,21392
WwyqQ-o6zHA,1,99509,3378,74,272
Wwyxaow1wWg,24,1216,2,1,0
WyWqEFeKX2E,10,1049536,17462,2144,1797
WyZz9muaKFc,26,21211851,114989,14808,5264
WyuPSLj_6aw,10,6479552,266382,5658,16609
Wzq4qbNRFrw,23,1372576,57332,3007,4404
X-5yy4ETxlQ,24,1277694,15943,1592,1683
X-eRc9PF3TU,24,1458218,32234,733,891
X-zPrXJpiAw,1,2522036,89496,2950,21143
X2BfTXIwABo,2,400237,9618,732,2447
X41ArlJVNYc,23,281875,24632,558,2676
X4Ul5vTJ-uk,26,245076,16178,240,1277
X58fcXjR-pg,24,436730,283,22,33
X5YJU6_Mfpg,24,141366,15728,37,1734
X6h2BE8-w0M,23,599642,6084,443,334
X8XHLakfV5U,1,25961,2180,26,120
X9Qh8vsSE-c,24,1683115,76414,5182,11535
XCrJ3NflOpE,28,230399,5208,37,417
XCz66YlNbPQ,19,213584,1878,59,195
XGd1dq1BatM,10,2986867,89221,1907,3327
XHpEJRsHefM,28,1193226,1445,757,0
XI1tgzimsRc,22,2892,30,0,0
XIZmIl9SsXk,22,660467,10483,1221,1218
XIxZLrruFpg,24,380261,12021,874,2370
XKQa1vx-oNY,10,852035,63867,443,3259
XKSHDDBAd1w,17,176461,1898,2030,249
XKl8Wg25DrM,24,1000242,69778,857,8283
XKrV_JqZX1Q,23,1337261,18250,450,1083
XMdBA8KkQiY,26,392045,16668,500,1944
XOxB-WE3R7U,23,1335774,98474,2057,6392
XP32nDUMYS8,10,911608,26748,484,1001
XPVxL-YUOwk,1,105240,2445,79,280
XPrHD-7jjUs,25,52637,1005,51,141
XQmI7hTE4Jw,1,523803,9870,134,387
XSg9Xc3ie_A,26,629179,21120,292,763
XT3gEidTKAc,24,140815,12313,193,891
XUIwpXq_jBo,26,571803,20556,364,3685
XUqRem0W8L8,10,19586636,809476,18295,66540
XVKg8uPSb5s,25,186452,895,125,521
XWrB4qOF_UA,26,2607302,110287,3109,11474
XXRBLyQQ78A,19,865233,33110,406,3396
XYfulkXyDHU,24,72821,1454,35,75
XZo5o1Y0h9o,27,1247284,23967,2108,3840
XaKDp3ijSx0,23,683810,32941,522,28864
XblV5A1PlDo,10,1171252,66728,1568,6562
XbxRqlHtKUE,15,3369666,59153,1594,7005
XcSMdhfKga4,24,4149544,48299,4222,4406
XcdLVKYsHHU,10,3935638,421533,2434,34274
XcqS9okipTU,28,300755,12611,259,1009
XdNOI-q70q4,24,1676696,45535,1935,7266
XeLIvgsYdFI,24,132283,10987,488,3301
XgbFJUpbk8A,24,169684,1680,277,688
XiHiW4N7-bo,1,16178195,170269,5343,12671
XkGTE4WMMko,26,505086,21628,988,3064
XltvwqBZIPc,19,844292,5901,301,687
XoAf_I3ULwE,25,60549,391,121,1011
Xpv-sEKl1B4,26,3673253,73046,3279,8924
Xqy62kBAiLk,24,21175,73,2,1
Xr2rgT9uEnA,20,2790276,102045,2880,6487
XrvedhkDN5A,24,652347,16860,470,4002
XspEs1x9cPU,25,592205,15136,650,1337
XtlLI_pBC3s,23,3111804,195382,4065,24152
XwDTzD75fT4,10,717861,16454,395,812
Xx1tK0RyZxs,24,72549,477,12,7
XxBr02E3C0k,23,176254,2550,135,158
XxvQIaCJ9Xw,1,292086,1292,28,147
Xyb1fsPG-Xk,25,1149123,5311,713,2993
XzvHSMEBFjE,17,1012695,19719,538,1125
XzzQL96yAwE,23,534260,13806,1338,2419
Y-R3QdTGeLg,17,399939,569,60,160
Y-iFgDK_D5s,15,4253449,146588,2443,14933
Y0KgYB3wIGo,24,3657659,56981,2069,1633
Y1IMfvF8aQ0,10,985433,97405,2486,6844
Y3TmKEeBUMM,24,93217,2813,280,1423
Y4357OXULfc,24,969427,12579,466,2851
Y6sVQu-6uL0,22,81165,602,66,388
Y7u45kMINgE,17,1095157,4520,401,807
YA9DiShszX8,24,1615691,52089,2891,4219
YBgabneSziQ,10,383282,7731,780,646
YBpdL9hSac4,1,34269048,440650,19239,48269
YDyqnYhxTTw,24,354886,1002,315,112
YEGhKwpEKEw,26,476030,20712,254,1130
YFHHGETsxkE,1,1805597,170182,1263,9823
YGOesyoKLI4,17,50348,840,21,223
YHTnun3zpNk,24,98031,321,198,106
YHdOh90kGHQ,22,940570,58807,909,4212
YI3tsmFsrOg,27,4516734,235915,2054,22504
YJ25apqV-C8,24,590126,4407,1341,515
YKWGQyz-oLw,24,2160231,17627,15557,9277
YKkp4jZlIfQ,24,1559231,34528,2556,13343
YLPNjaAOrBw,24,9627575,1007,94,264
YML2DM0K8DQ,10,930867,9250,855,350
YMdo_0H1thU,24,284691,7842,159,474
YNpCXG66_PA,15,47862,1064,26,108
YOrIZowHR5I,26,185948,7934,404,1580
YOxo2IUFnr4,24,104073,1770,56,88
YQ1cEC6FZRg,26,96756,1277,247,120
YS2y_12IWlA,28,3181164,52842,2256,4675
YSVLsQ6VBdM,24,200899,1025,1384,655
YWVylysTNIA,15,96288,812,27,69
YXNeKeROiXA,25,2084,35,11,0
YXTzMOmmEfE,10,2502652,156175,1713,9340
YYLzss58CLs,25,926998,26543,1214,3582
YZ1UN5gvLjQ,24,2755456,96820,712,6837
Y_8PXU6_BR4,23,77002,786,40,78
Y_VQkw9MJA4,24,4442,46,3,7
Ya_trIAWIXA,22,4810584,205591,2198,24271
YbQ-NgaCntk,24,313852,3530,127,200
Ye4z35i1b2Q,26,5917100,51231,9165,6613
Yg8jdBLTtfo,24,1366342,32733,1725,3191
YiSsAjNtsFc,24,523207,16261,1344,3898
Yiq8YjQC6Rw,24,1153185,41153,796,3598
YkfsQKs659k,26,759718,27885,395,3080
YpUDblEURdY,26,2217132,55923,2308,3387
YpnV0M6XTc8,23,192638,10752,357,772
YqC5loCFMtk,26,259404,10041,215,1025
YrVTJd6mvpE,24,354807,6326,158,326
YrlVffqU7sY,25,1085968,3454,530,0
YrzxVhbDc-4,27,627696,317,51,88
Ysh3Z_rOa_U,23,8232,85,5,11
YskVs5VyqHk,22,2956442,94910,1284,4317
YsufMtUOXtI,23,179345,2975,86,199
YtbArdw9oHc,25,34133,46,10,24
YvEGAcgpwqQ,23,661061,11911,411,589
YvjhDjUbFyU,24,881585,19831,627,2396
YyGq2vjv7Qs,24,413549,2948,1249,1063
YywJykbEllU,10,1245242,64810,344,3938
YzTWzK2Ke5Q,10,240123,14403,273,3746
Yz_VzJ4_OOo,24,486455,11066,1594,1549
Yzx_tSlifIw,24,142387,344,111,22
Z-0bYA5iZDo,24,506264,6006,218,600
Z-dLdCXhapc,22,582548,7210,427,1582
Z00-9MhEw5o,23,211469,10587,107,414
Z0JupszeKIo,25,176993,1411,304,944
Z0vLiQLpsc8,23,3222946,81715,18649,33795
Z2ttpo7c95s,25,1013344,5119,570,2167
Z4qNw1dPuNI,22,839932,42271,643,3348
Z9Mscw3O2XA,25,9193,29,52,45
ZAD3JJvMWjA,24,1756367,60289,652,1155
ZANqw73F9Pw,24,1184957,31271,513,1610
ZAzk_L70t1s,24,296964,7993,198,496
ZB7_1CoKntI,23,2910915,195530,1278,12583
ZCEgDAYzyRw,23,3121631,98611,2997,4198
ZCPwpcurYns,24,6187534,355336,6260,30425
ZDk03lHV47Q,26,164028,6597,357,656
ZEWi-0Q_bpg,17,107113,965,71,575
ZEkImgh--PE,10,12122117,293849,9663,11076
ZEqWh6fl_sA,25,874578,11998,527,4602
ZGmmiuiVEnU,24,296104,5743,82,282
ZIbI0ekrrZU,17,578416,2004,1595,1139
ZJkc_C5-Cd8,24,3447677,35791,10773,8940
ZKWDCyVbnoM,1,1503335,25423,369,963
ZKZwrlNHMkk,22,1312128,23511,5262,4894
ZO4CMPCmFDE,24,1659272,41986,1357,3079
ZP57Kn9eAAQ,27,342564,1209,407,71
ZPgh9uKSva8,22,700722,13113,3049,1947
ZQ-YX-5bAs0,24,6461082,70438,4600,8690
ZQcaYYHqrUY,23,1478788,41635,3736,7180
ZR47jsUqUzo,24,1452311,142301,2020,19562
ZT0CCaKDxjg,23,3032542,103899,5805,11730
ZUFRInhV4YE,23,249221,6236,303,457
ZUSPD9zOyJs,22,6157587,189440,3174,8078
ZUV53Nn3PhA,28,322227,4477,371,903
ZWMp9BpWODk,20,691970,13942,786,3007
ZXEmAGAV8kA,2,56317,536,136,28
ZYKUXMAou3Q,29,295068,3822,797,1439
ZYXIAzqOgoY,26,419822,17602,890,2415
Z_kfM-BmVzQ,22,2197295,35502,601,3627
Zb0wnYnrMHg,28,462151,8902,639,1457
Zb1ShTFP198,24,983701,11039,1167,1359
ZcCp7488puc,10,3506379,187060,2310,14272
Zfpf5dnYA4Q,28,184944,2386,144,329
ZhEz1cvC1rc,20,4600039,117231,6054,50712
ZhtQAeRH8XE,1,70551,2668,154,532
Zjp0mdMeIPU,10,1467543,183383,1140,13256
Zn99TMv0vac,28,122141,841,250,119
ZnkiHQLI0w0,26,735223,26510,382,771
ZnvGy6pcGxs,17,283301,3569,105,187
Zo9rgbn0SMs,1,631554,63487,1253,3331
ZoMB_4a7LOY,25,48411,239,412,0
ZoYVZmKSYFg,15,1322782,47212,744,3738
Zo_mpwmashg,23,2224831,62168,6804,8194
ZqOtqz8bSDk,24,774567,14434,362,927
Zr4md5OqL60,24,19669098,33575,9632,3548
ZrP0Mqj9U_c,27,190451,9479,57,707
ZrhKHytNLqY,25,26970,370,570,323
ZsN1V9Hjfvg,24,99837,1087,81,147
ZsvViZgVXL8,24,507275,1082,162,316
ZtiCq8S0hq4,22,646742,5649,202,1432
ZurW-Uc6Lc0,26,539045,22927,460,3225
Zvg6b6q1s-Y,17,516574,5680,263,2063
ZwoDYJWWXW0,10,5758360,169384,4454,10716
Zxj4WT40yLM,23,881266,43290,680,19656
ZzGqFF1IXgc,22,1071341,19942,876,991
ZzO8VAOJs4U,24,345372,2893,122,410
ZzefeQ0v5wg,28,1072782,40791,984,3821
_0Wz8e4W-oE,23,2138878,138044,1193,11859
_0ovuLsnU1A,24,2507969,40658,4659,9763
_0uV-jMbHQU,24,9595,46,92,26
_1LdMWlNYS4,28,1643235,40907,1495,4319
_1mIPOYZzfo,24,1171174,10633,1002,5383
_3rb5IKvkUw,24,888329,18387,426,1636
_5d-sQ7Fh5M,24,14161833,1216340,291900,436698
_6lGaYh71g4,19,402402,15946,578,2709
_7985zBEM3o,22,4209089,172661,1542,13851
_7QuvSK-A5E,26,1649348,75585,1603,6586
_9krQvcXKO4,23,73253,5820,51,208
_AghmSP95nI,24,135928,1368,110,768
_C14eXiZQWo,24,388955,11037,107,278
_CFJ1u-DIBc,28,146505,3208,351,641
_Ch5ClOB9AE,25,655073,14075,1194,1597
_EMxJMU1dCo,26,930151,0,0,0
_GPFA89Vilg,22,3079,5,3,0
_GZlUextcAA,24,850683,13219,1145,1195
_GcsQuOGPPk,26,97882,2420,78,280
_Ihg1_3-0os,10,485881,19670,1659,4259
_IoOJu2_FKE,28,1150554,12460,469,1960
_IuEg3xbDA0,24,3254707,80651,1019,6042
_JVdoEIbKio,23,125001,16368,171,934
_JY-latu82Q,24,7662,52,4,3
_KBc4B5JFoQ,10,3622209,117794,1851,2785
_LnZrXrdC00,28,5224,522,2,71
_NWs7ntMRBA,10,3105286,180986,3372,9976
_OZJ03OBJj4,1,2017280,38666,2440,5887
_PgMjA4x3rE,23,1273300,40109,749,5769
_QWZvU7VCn8,24,4069186,37721,1746,2390
_QufBstcsrc,22,215775,2629,276,611
_SbotS1p4yg,24,107053,2709,67,644
_UjAxuSuLIc,27,284574,11648,453,799
_UrDtPZHlqc,10,28256,105,15,12
_X8XtZZYkNA,28,2431398,39960,5800,7917
_YSVbM1saXM,10,1120978,83380,619,4452
_Ybm_ZNLu0w,27,1095519,24631,683,4682
__-22AJoFxY,10,270838,31167,83,1624
__1SjDrSMik,22,1578774,155500,2005,9271
__Wd-iOZQ6k,23,1757705,69586,1142,4034
_fVUX6-7VKE,25,1189824,6781,1218,3630
_fjfo256p6s,10,576001,7689,552,589
_hMQe2U4c6w,10,13418200,370750,20469,23500
_iGAptGAweo,23,3019735,90843,5356,6691
_iRBspjg2pw,24,1373683,42501,1878,2745
_k02Waw4WXk,10,29352,1610,9,155
_kwsw07w8lU,26,896317,44009,943,4541
_pP_C7HEy3g,28,323504,7023,209,564
_pxQcHAMi1E,27,514568,14947,552,4183
_r0cf42EUBw,22,2616555,139957,1337,19130
_rB36UGoP4Y,24,7627332,73086,16607,11318
_rBaHuQi9gQ,26,464699,22139,695,2024
_rPgJ_CgiZM,25,397776,2860,933,0
_s1M-rkDO8Q,24,61665,1216,38,113
_suPAag6_i8,24,437541,8586,1047,1869
_tAUu9tNNIM,23,1479970,28676,267,1444
_uLpgrcLOZM,24,856802,5702,239,1197
_vrcsnkXCI8,26,398699,31855,391,5181
_wNZbgBPz1Q,1,447473,21560,2332,4475
_wrEYqdTf98,24,2957935,51854,796,4954
_xwX82Y0Oro,24,992294,48246,453,854
_yThFcog0nA,26,1452367,40782,1469,999
_yiQHtBFYkg,10,458154,9852,630,1364
_zCDvOsdL9Q,23,7518982,319493,4322,13582
_zhR6d6LDzM,1,714665,39031,837,2636
_zu53yAoTJE,10,724556,13928,5161,5000
a2Whkq4rClY,24,176548,6993,102,1388
a30wbmGT3R4,24,66239,750,124,222
a3Z3HAdHFdo,1,90365,0,0,0
a6D9ksDanh0,26,311989,14182,336,1369
a73YoV2uf6g,22,633226,5506,310,696
a7JQzSn8Ptg,24,2193778,59564,596,2926
aAGobKLb1JY,25,3132,16,5,21
aB-UKwO367s,1,3922298,129154,12466,38382
aBL027wEtg8,10,1216232,9365,2150,5286
aBQDFQwfX2w,25,25393,349,217,120
aBza5P5v2-I,17,183106,2648,59,244
aC2FsJECyDQ,24,260410,5156,68,515
aC5lxLCyyhQ,1,1187812,868,160,107
aCddogeAHMY,22,927831,6973,895,2419
aCoDqL1dK9c,26,1528291,159801,723,83298
aDBMVKtcG2Q,10,405688,15661,122,1465
aDl6SGTkomk,10,121390,1685,161,211
aE4XqQZLkek,24,2721,6,1,1
aEM1Zelai1k,15,392184,18690,586,2576
aEM2kOrrNJI,10,12928250,330106,29885,21176
aFMUPcuSsJs,24,3105328,4275,1805,686
aFuA50H9uek,28,3680427,66530,1979,15937
aGl-1nwahCA,23,4807512,111866,3883,9136
aHR5vpQicqw,24,1539089,7657,856,7905
aHjS9YBXzXU,28,5454,60,0,4
aHuIyhO7dtw,23,435210,4028,318,845
aJOTlE1K90k,10,3057987,406604,4520,31301
aLLgene7kJo,10,24371,74,9,16
aLiZSrsNfK4,25,194902,2007,275,226
aNvRdg1lR7c,24,3856726,6601,2205,2142
aO7yzmc3ykw,28,747391,35268,970,2112
aPREg9rJGSE,17,321076,4665,155,891
aPrpWFl2eik,23,499527,14112,289,813
aSKHH7Zqdjc,22,239043,9066,425,815
aTYkKrhj5pE,25,900305,2843,578,1231
aTgxG6LPh9w,23,1088653,53915,2368,2993
aVamZUeeR88,22,576861,40236,383,2343
aY-0uBIYYKk,28,921465,23449,509,1136
aYnyMPc3LQ4,1,3770744,220891,3665,71152
aZ7F1yRM5vg,15,590444,5748,438,875
a_u7g5BlfiY,20,3224847,97889,4461,29554
aaSEdxiITJk,22,204083,29947,133,1606
abeqEEmpbdM,24,319454,11248,209,800
ad_higXixRA,24,2841864,55049,2432,4420
aeoeECXFksI,25,808361,11092,1240,4180
af6L1jBZGYA,23,1520884,17200,939,1359
agUg8Fyv-1A,17,281678,6171,395,406
ahAnbeyxlic,25,81267,782,71,213
ahSKGi_21xg,23,4096699,53194,1731,3240
ai6NByMmCVU,24,1139279,41681,816,5636
aj_8zEqGh0M,1,437764,1519,387,264
akNs04ef_Co,26,810444,116122,611,9191
akTosGXl8pI,24,136788,883,496,570
al2l6YLt7cg,10,387382,45656,570,4822
amtC28yfYCM,23,501719,5793,361,481
anDIlMVgNwk,28,3280332,14142,189,898
anjMMdSuFuE,23,661502,5919,293,776
aoY0J5jSbTM,24,1554433,14272,233,699
apJaKRqX9cI,23,293630,31996,144,1526
apRvFNM5Vps,17,131141,2821,39,445
aq-phmpUJ_E,10,931253,24510,897,1524
ar8S6virCwM,27,467994,16667,358,868
atvJwwec_2A,26,302719,14565,601,1933
au5hwGS4KRE,25,1551300,4893,5016,3164
au8QGTiPhEw,10,1641636,76801,10104,14120
avnapsraeXM,22,234260,5144,1546,1399
ayOi5ZW-kgU,26,12963,367,4,62
azFsk42kb5E,24,1552066,43720,374,2014
azUbCdcAeFM,2,1052662,40690,627,2739
b-5c_Z3pUVk,24,48907,160,265,250
b03U6BYF9L0,28,846278,51118,2642,14187
b191evqWAwE,17,316194,2014,107,421
b1BAq8T9kqY,26,308720,16570,394,1100
b1Vi4YGMGkk,25,1694719,6520,2566,10760
b2EOxGUuBWA,1,2058270,14160,5689,3347
b2txBXQGjJ8,24,940127,19857,928,4310
b33PN2NB2Do,25,352299,14843,453,1583
b3KFfgoDzw8,25,13127,133,13,44
b3ofgTrsXPI,22,392500,28183,387,2922
b7FxPsqfkOY,27,248330,12453,89,1044
b7zWwo9dbiU,28,1228275,34746,843,2317
b8GGWHGkx3Y,20,556976,16411,1764,3441
bDkmVRppq8I,24,733923,5508,830,615
bEWLOo12UAU,10,268430,6398,427,3143
bH8fQoYfZe8,24,480569,19767,386,1341
bI31WqFDxNs,1,1851372,50638,673,1525
bJWDajO2SZE,24,1836595,169237,3077,37319
bJje-B9YLIU,24,6688,26,11,8
bK0TEqDtkK4,20,977753,59965,2429,8871
bLKd4XXUWUo,24,76450,343,11,33
bNcj9iR956M,23,1358775,18960,759,1230
bOG0X1WvXVU,20,23851,610,43,205
bPJjU2Mpujs,24,369007,3091,847,787
bPNi_492aEQ,24,3598002,53461,1758,2768
bPZFQ6i759g,28,176709,5043,223,746
bRkdzjzqepQ,23,1594965,23769,440,867
bS9zXmexXUQ,25,338709,9046,2327,5011
bSYNEkkuhoA,23,152062,6304,287,581
bS_Zr-Hu4Mw,26,1277105,33039,1491,2035
bT9HPXKP5dI,23,1807,6,3,0
bTfJa_Qb5T0,26,5190938,125605,8387,4237
bVMVxJJ7P8M,27,432140,14188,172,992
bVU-MmJZFFA,10,1402868,29970,1940,4023
bV_3HQplzRw,1,381081,30863,419,6303
bWL_MVbpGT0,10,629744,38777,630,4892
bWNMZYe6bzw,24,883599,11648,2441,1307
bWZ_Z5dgrb0,17,272859,2870,413,683
bYXM3uz1bjM,10,462594,12035,775,902
b_lULj6v804,17,1359328,9011,547,4545
baj6llvgpWA,10,8470806,139599,10709,8771
bazp-LVqlK8,24,425904,9773,158,834
bc5BnTYRgx8,22,4787793,116418,5587,16879
bcPTiiiYDs8,27,302153,11390,124,925
beb8zCGMsbI,23,2130991,62021,952,877
bgV4A0GGBnQ,17,255806,764,121,147
bhqH6tTr_Lk,24,276563,6578,1509,896
biIRlcQqmOc,1,294668,1659,179,166
bij-JjzCa7o,27,518516,27636,469,2949
bjG8nKYCEBQ,17,150691,2790,68,583
bnfwClgheF0,28,435451,9871,164,920
bozom9kH9pU,10,18471,395,8,62
bqFjyo7I8fY,10,3021666,165337,2113,12582
bqIVwa9VFDM,27,335365,12576,234,927
bqPARIKHbN8,24,838711,28478,502,1471
buBEYGmiAJc,1,26735,676,9,56
bvf5DlhvJJE,24,1756608,36770,1314,2549
bvh_H0LsXpk,23,1283073,68051,1882,31338
bw5bbpxkBQQ,23,598317,6587,123,244
bweX9_u7S0Y,17,444092,3240,229,1154
bwlEaGiO9Zw,23,593679,7903,303,756
byBCkV_j-As,26,5144,18,0,2
bzuXvmsufoM,24,283808,3295,278,423
c0bsKc4tiuY,22,1118905,60103,1858,2689
c0mbyMWd0Q8,25,8004,38,15,19
c1npkEoEtos,22,2028512,40583,1773,1836
c2rEwAWHP7s,26,75289,4866,52,362
c47kn_Y4y8A,28,1873164,43831,676,4071
c7cYON3uVZo,24,1587545,8157,511,917
c8W-auqg024,27,7349435,209009,7966,28835
cAamrkLjIuM,24,138073,4263,137,329
cAqmb-Pz4iM,25,114280,888,72,440
cBVTghAXTMw,28,1486236,34650,1302,4712
cDZfh5IjGv8,28,1084820,38993,1359,6852
cDjYY7nW7cY,15,392655,15281,299,479
cFeDbPWPyJM,17,1734377,30367,1928,0
cI5RYgvPHLU,1,1273082,35215,369,4826
cIQKKzZtWwQ,10,624894,7103,677,410
cIkEjFiUqwU,25,472551,5401,1181,0
cJHA4lLp32M,24,20068,830,32,262
cMD63TwzB1o,10,5569216,146375,20217,21144
cMtHByGJ8Ao,23,931571,133479,466,11359
cN26ESa3IQk,24,319297,5104,173,538
cOZa0SpqANg,26,272576,26126,144,1961
cOaRPJQXFG4,10,235020,4249,127,236
cPSpmSXNy_A,10,458155,30624,270,2065
cQ54GDm1eL0,22,3318782,62895,10687,7730
cQp_C_Zrc3U,24,2612315,158766,1577,8528
cQtYcpRGGIY,26,134436,6563,137,348
cRTwgPj0qx4,23,2237519,124746,2892,28489
cSFfxxVYpxk,26,1333624,74168,2105,11124
cUMQfRrqOs8,26,97879,4080,92,489
cUa93K56cc0,26,932859,37240,1269,2874
cW5ueE2vUm0,10,2319218,164098,2334,10819
cWGWYAhLuAQ,24,973396,55123,609,4916
cWHAsCWry8s,22,151742,9245,72,1330
cX-X_UFUyYE,15,60464,2829,22,301
cXOZLskXCog,26,482005,13454,264,847
cY-fuk44Lu8,25,155923,1023,96,636
cYxzLGk2NcY,23,2495467,170257,7042,24161
cZAryCaRE3k,24,250260,6550,393,1063
cZF20bAAFtM,10,27191,580,23,37
cZYNADOHhVY,27,1388170,116770,4372,18598
c_KdAO6MqiM,27,14289,42,0,8
ca3eYxZedD4,20,218855,7032,77,487
caCdf94Blfw,1,1612824,20222,5164,8678
ccQJq3gGt4o,10,394153,14138,311,1819
cclI_B8TYdg,25,142414,731,581,746
ceXPzJ0fZNs,23,2505168,133455,1607,13778
cgIbzjjbdw8,24,855404,20377,1375,1332
cgYHbIEZWW8,25,389613,2430,1013,2660
ciYXvWbyl00,22,1175168,17092,2250,1739
cik0lYDZa7c,17,24186,124,7,20
ck2ClsAoN8w,22,2997289,162747,25088,36602
ckS1F3mJzb0,24,3311448,49237,1832,1996
clT-XYIceIc,17,898422,12414,922,1452
clvljBUYduE,24,17737,684,27,31
cosN6ilQ5u0,26,1025010,43684,1005,4407
cpGA0azFdCs,10,4550598,67294,2532,6390
cpxwX6KvWbQ,22,820955,21650,301,1231
cqg5oc20nxk,2,25244097,6971,1301,875
cr6H8ACWp4E,24,1042805,16858,540,1312
ctBVhyZxXYY,24,1016525,7972,1351,1625
cy9W-ZywVPc,1,3042679,191479,1240,31447
cytyAgu9-bA,24,3052072,132775,1111,9571
czBa9nbvGNA,23,951276,18315,363,1092
d-73-Cr0tQs,17,1169995,11156,2098,0
d-HPZL6AU64,22,4307840,201146,3205,17552
d1D1SJ-KqaQ,10,15552885,548563,11180,53665
d2TrEsA3nzg,10,426969,20766,372,1312
d2sJNee7FQ4,24,870225,16550,736,1173
d3PMBPw74cc,24,711676,4667,1376,1845
d3h_uD-5d7A,26,992396,54016,1648,4620
d4KL7vqhpWA,24,252729,7472,56,1462
d54e3kcTlHM,10,565798,14884,653,608
d6awT91VKUw,24,176914,1853,201,245
d6hso-SroWE,17,167556,2887,260,1424
d6mBbyb-vIA,24,240187,1550,132,220
d99_h30swtM,27,494173,24140,158,1352
dAHolupCEkc,27,1505292,22299,1279,3254
dAOZa7JYnsw,28,168103,5424,49,275
dAfqL3Hts_U,24,36457,1170,61,560
dAgQsoPo-F0,25,575364,1782,309,1272
dAyg7C2-mjQ,22,495854,13027,399,1038
dBPRS4mVT3g,24,35123,103,18,60
dDZoGcQVjJg,28,54813,2462,139,305
dEs6-IfOGbw,19,814243,14978,3510,3335
dH4ZXmeEJXs,24,2128508,264835,5210,136746
dHCURII_974,24,22893,834,15,42
dJCKavW22PM,19,593001,15013,442,3008
dJgoTcyrFZ4,25,265096,5109,1672,5676
dKccvk36atQ,26,1469630,41389,861,2774
dKoIPuifJvE,24,9020750,6126,731,772
dLRMA_lWsDY,24,1090128,22438,509,753
dN1FTF3HF6c,1,709764,124,55,0
dNW0B0HsvVs,24,9328292,186188,23056,40520
dOv-1NG-YKc,22,902928,61134,774,10295
dPWg-A9tiRI,23,1207578,8198,243,446
dPuULksBPcI,24,129466,656,258,279
dQMZLXaa1L8,17,745,1,0,0
dQjTQFRZsD4,10,544511,19099,231,616
dRfvXL-m7O8,24,1005811,26249,639,2109
dRtqFjYYUY0,28,1745260,73628,1036,6138
dT5ALH3ICTc,22,6037731,132975,7040,13109
dVNZYskqdEc,26,107255,4092,74,165
dVQ6rwaZ648,24,639391,19953,548,1422
dV_UXo8LiWk,24,566512,11953,539,1127
dWLDoQ0Kus8,22,909623,22260,1064,1463
dWxS9_OwC8Y,28,533134,12055,600,885
dY2jpeasD4w,24,614692,8650,398,826
dZWNPEC6SIw,24,392119,8472,154,324
dabnx8VSdkE,27,299820,12586,348,994
db9Shsd8q8M,24,49947,479,64,28
dbMtuJ1tZnc,24,900285,18257,973,1459
dc89yyOS0Z8,24,17404158,800784,10683,129289
de8K18_G0qk,10,16387,1227,12,159
deJCEUFeehI,26,35862,964,137,75
deJYRvucj2w,23,451921,25869,402,6378
df7PZIVe1lw,17,14183631,142619,13696,74964
dfnCAmr569k,10,45141770,1844959,102849,148768
dg2ROPhbHg4,25,20631,150,36,116
dgcr3mCsqBE,24,77966,1208,262,216
dhOMtP72o2Y,19,55599,268,38,25
dikG4vMJG1s,28,637400,21551,895,1965
djLBR_aoymQ,22,39926,4094,100,1405
dm6ZSfE5muc,22,322244,16212,297,652
dn4CKtiwxSA,23,603470,8925,256,211
doFpACkiZ2Q,24,135325,1472,467,395
doHVMJnuvDA,28,61475,2230,53,165
doP7xKdGOKs,24,4799533,94593,2626,0
dqr-AT5HvyM,26,28484,334,23,21
drQXdm02oCg,23,1053583,77157,783,4043
dra9WRKpds8,17,47525,344,45,148
drg74wOy8z8,1,75433,1192,589,326
dt7fU9H8tz8,22,2606093,52945,1233,2633
dtdiFUwRQqM,25,243553,1472,436,918
duXW_wPTw0o,26,1810234,114706,1503,4543
dvJWgErHi7A,24,79205,133,60,42
dwEKqAwoz0Y,22,521883,7267,1900,996
dwvVhnQTfDk,23,2600608,47673,2380,4045
dx9mF1KJr0s,10,2676610,81908,1300,4103
dyUJN3skBlU,24,402804,10086,181,667
dzxFdtWmjto,24,14738111,208846,24730,33152
e-XM8pek6Kg,10,514150,14269,488,817
e0hO5fTGwPY,25,45777,449,60,185
e15ZR6XG4Z8,23,1779855,38399,1638,2633
e1bEWoblGZA,22,2005054,149113,6417,9028
e22yH5hUQ_A,25,709406,16016,1028,2766
e2ExvdtmIyU,24,404417,2749,5874,5180
e2R0NSKtVA0,22,1838296,28416,841,1951
e3UqLAtdZ04,24,264158,1919,309,673
e5D3O4yCmCg,24,3845880,4926,322,512
e5bernQdWiE,22,1769069,33798,1154,868
