video_id,category_id,views,likes,dislikes,comment_count
FwENtwtY0EI,24,3306586,70847,7339,11115
FwzoDS3zL_4,24,804049,4266,5624,2570
Fxwe_i96ye8,22,311280,1783,110,499
G2JLc63P7pw,17,194964,2062,155,222
G63TF6OMa_8,22,1161732,17425,345,1519
G6n7oA5yoPY,28,287081,11190,623,1084
G7yP4-ofcFQ,24,506930,8380,118,283
G9frAfYl_dw,26,1111255,49469,992,9695
GABCneYEE84,1,2693629,70629,2403,11200
GAU7Reme8VQ,26,44448,712,115,175
GAkkKjds00o,28,165223,2452,265,0
GBTV5ekQwWw,17,4440991,41568,6687,8537
GCTyFp0PpHE,24,386090,10018,136,444
GClwSu4hKpQ,24,30803,142,346,174
GEB2f5dpFXs,23,6225124,527481,4861,18323
GEsK9GudV2M,10,1556997,92688,1108,3650
GFGVhIhEZJg,26,149550,6865,116,555
GFU-y2ldabU,22,791659,16529,556,2514
GGvP6e56ja4,24,881729,16737,1227,1768
GHV7esppYzg,28,219460,1715,76,466
GItpj4vu0Pg,24,745254,12354,1484,2127
GJjQl1q_jtE,17,254142,733,1198,198
GKBI_bVFSfs,2,5179255,28582,1196,2559
GKJQ5J1jXFw,25,406220,2285,436,1820
GKbjOWPbBwk,25,1080992,33368,522,3616
GLbX9CL7Yg8,23,1314784,17291,3954,1704
GLrSJJRKrDU,27,430191,18712,332,1344
GM1QDBvzm1Y,24,6855630,1394,323,132
GMOG2yY6pAI,28,202523,9442,154,492
GOALfmDp_Dg,24,272661,6596,255,1417
GO_Jxa6dWyo,27,216380,11101,112,728
GQ6cKZ3Zf9A,26,124893,4868,61,379
GSe7TFm1lBk,17,403941,4418,628,1051
GStMSkhmYEs,19,1065389,25277,798,5498
GTSjDaoZcAk,26,166418,9951,2014,2308
GWMKelv5Bmw,23,1969654,68591,2589,5108
GYLBjScgb7o,10,2250165,60794,2335,6002
GZMrivD2Aok,24,316763,3859,1829,1079
Ga7thDlGbs8,25,41253,356,671,1361
GbrueARGMhE,24,1704711,43626,1962,2838
GcKkiRl9_qE,24,827814,36909,813,4565
GdR0JlvbtWg,22,560358,12793,1877,1700
GeF_5qo00Uw,1,1842120,19055,1256,2003
GfCqMv--ncA,10,5263337,192996,3357,10721
GfxNGjfSKRY,10,482048,24410,427,858
GhHBfDK4lE8,26,248880,10385,546,1066
GhxqY5E_ASw,24,834067,11876,472,2079
GjJKdQTD1bc,24,2593188,28193,788,1086
GjwjzIFcX7U,24,1752139,73546,573,5965
Gl_uGsdG4Do,24,566497,32310,354,4048
Go3DZxyoH_Q,26,90521,2901,87,290
GpbMbBNP-NI,26,344518,14891,620,1613
GpxCT36DxKg,24,13842101,121576,10826,18211
GqF5lyEUfMk,23,1159497,54838,2742,4125
GrnswGtm_Sw,17,213423,860,305,373
Gs26bZTRkdU,27,732303,23008,855,2280
GsexKH-Ubnw,22,838964,14150,816,1640
GsexKH-Ubnw,25,927416,14897,864,1368
GskBiFLSayg,17,1399244,15373,1081,5644
GtbbmlmtJv0,28,2384,15,2,4
GtzFWqiVzW4,24,116925,649,147,417
GuKSrYux-Is,26,1295774,46286,158,1068
GveWDLBmc8Y,28,97217,1271,87,85
GwKiyICIUO4,17,184348,2052,57,279
GxmDeU_4UlQ,27,1480442,25639,4595,4981
GyDq6ZD4VBo,25,38316,124,26,146
Gzy_nCkn88U,28,2695414,79708,2849,10175
H-WEhug-up8,15,1672881,40396,1404,3286
H00djJq68VE,26,324324,9080,368,1081
H08xgoXkpa8,24,804841,9865,1576,2651
H0g4JxKp4fc,23,2305537,225422,8704,41492
H14tqKZYhgg,24,4804118,960,26,123
H2mNDaqOp3o,17,902489,9429,773,3888
H2nY7Tu1Qgs,26,1410716,33498,966,3536
H3mX88_tx3Q,23,1694595,15585,1928,2421
H5Su_JEpDaE,15,436472,11716,213,856
H5tK00zL6EQ,22,250852,15554,195,1122
H79dKmgzcJU,22,311438,13101,688,1366
H7MRHuzCNvM,24,378924,7710,300,843
H7gh2fmdjCU,10,6379536,133606,1488,4460
H8bmr4oR19c,26,2525751,113631,2341,20689
HAGnqSKtn3s,20,1747746,89200,914,58525
HBvPrh2yMik,24,978124,28223,1965,3098
HCIqTAFRkko,24,411736,5126,207,665
HCO7BWbKipU,15,1585496,33924,961,5619
HD5PT7bvcis,26,247227,4733,266,722
HDJYRLqTUjo,26,113493,4842,101,946
HDYJVmoWoyA,23,639702,12821,1212,1387
HDx7dI1D1zE,24,2792376,168973,1325,18940
HEVonh8bjC0,1,1547238,8986,1804,1847
HEuJgDU68wo,24,234280,1349,7,488
HF27coLl2-w,22,72305,3429,286,1131
HFGzgtMyOZY,17,2454563,101380,3099,9189
HIwirSk4RjE,24,1319340,95002,2685,32547
HL6ECWZ8G1s,27,1235860,37218,1124,5757
HMU5njzTAK0,1,71767,3262,166,128
HNvX4pY1TLI,25,875577,7871,8775,15163
HOblx_0Zyts,24,41602,907,21,65
HOxylh5runs,26,232787,29512,669,4567
HPdmdO0ZxgA,25,2758,42,9,25
HPs9EGBhl7M,22,11812,40,3,12
HQ9rgYcEstM,24,58933,992,37,159
HQiDKE85P3U,22,1790555,65494,7028,7352
HSezK15Ewdo,26,112510,3885,66,257
HTTpDGDAxtg,24,2405120,62240,1812,29313
HUV1unZsiKE,25,114424,618,288,977
HUZRjGEwqCg,25,223959,2702,1695,1202
HVKuA1s5I3o,10,234583,6129,113,402
H_4ESBLJXQc,25,243623,1504,223,1330
H_TJs9vH0ow,10,30260,1769,20,65
H_ZaS6agxPs,22,27710,1332,8,132
H_cwo3NxUUA,26,746417,45778,564,4219
HbKnEQdCjGg,10,351765,13453,160,444
HbNYuOTaYFs,28,373332,13613,824,1508
HdusPnywwPI,26,1186239,53820,1414,6245
HfIgfy0HJHU,24,258110,6281,279,534
Hgc2njyY4Rs,22,73861,4009,411,207
Hgiu9cqph5Y,26,2766173,131489,2851,11456
HgjVWV0Uw3M,24,107574,2787,322,1680
HgknAaKNaMM,10,7441922,112910,6146,6276
Hh-YcWJTt7Y,24,572367,15148,2818,3210
HhGJBBPVpqQ,19,41165,393,25,34
Hi2tjMLVpdQ,28,2277907,165214,2945,13336
HiQHcbFJv_o,23,1561955,109338,2642,8249
HicAnFGE9bA,27,153263,5735,108,412
Hj3zmfipxqk,26,152388,6146,183,625
Hk5dxn5dj2M,17,17345023,415475,16586,32172
HkOLf9BMRZ4,28,38307,768,69,71
Hkx5fveyjIs,24,154432,1377,124,131
Hl0GSLcwHVs,24,3331450,19495,1205,6310
Hl6lrx2O6WE,17,182783,4403,199,1621
HmBIn9De-Yc,24,340750,11201,163,1077
Hmb0Q0Q_7jo,24,1092708,29596,189,1388
HnYKhetlm3s,24,305833,1462,1214,759
Hndpk6A4VcE,23,90730,5983,2358,1855
HnnRyhuX_jM,24,1687203,25912,1461,5450
Ho-QAgN6hHA,17,175545,916,52,173
Ho8Q_ebYgZc,24,177269,2220,206,372
HoSWvxeBiWc,17,1194979,12344,473,1612
HorugBalutw,23,1218308,20154,423,2484
Hpv3jqmYRjk,17,1426393,26029,588,3800
Hq4jk71B1Hk,26,104249,4553,400,1287
HqwVFXyCfOI,24,1371599,13303,875,909
HrQNdClwMs4,24,2375055,29334,3012,4080
HtLbE_SIuxg,27,580591,11578,581,2174
Htu3va7yDMg,10,1632855,28427,1702,2002
Hu5FZYlCfc8,23,402706,20089,637,836
HuG2uAWVlP4,24,165494,3487,238,512
HuWLoCF9rWQ,26,1246192,51086,2130,6535
Huab6p5HW0E,24,1781966,24138,1083,1683
HuwPCUzqwKs,10,955486,18166,544,1351
HvPbH30KWLE,10,1319753,223647,850,12482
Hvysy11716g,27,752354,29849,925,1222
HwYMsqONPzE,25,175106,951,652,1746
HxuHo62reRw,26,1507123,60231,637,1967
HxuRKqGx0Ik,27,371677,5994,882,1298
Hy71N2OSGZA,2,44216,929,33,76
HysgiQT5_eI,17,1127673,9975,386,2208
Hz56cJfoYgc,26,1261723,53548,626,11393
HzILu6yyA20,1,3689210,1836,216,677
Hzk1bM2vVFU,22,1458061,84815,782,5731
I-BGTp-I9aU,24,3154859,53209,7623,9259
I-FHMnfORbo,26,181238,11511,252,535
I2sRc3j7IU0,10,2235991,100840,1487,5798
I3ysRfAo49k,23,2937449,99320,6697,6436
I5X3vC-XsU0,24,493621,6787,458,1465
I5qFoctplSU,17,1691529,14149,434,1275
I7LJIuB2CHE,28,2168569,58994,1714,5455
I8Umj580ls0,24,2311760,34425,6094,9453
I8caeFYzPxk,23,52124,82,4,11
I92OeEHWmTc,10,217531,2279,213,463
IB8_pdzWy6Q,24,932020,28584,237,0
IBHx9uwCy3w,24,1430059,35537,4377,10255
IBVo8dfqTBc,17,11509602,191913,3218,18854
IFasecLYzD0,19,226262,6670,122,504
IGScS6YgzBY,23,11445,178,8,160
II-OP6vdMs8,22,1357946,18388,27497,9336
IIS1M7m9tw8,22,618966,25307,2352,2979
IIyZuKN2j7U,10,522522,9297,1216,3458
IJlXXvSFyUU,23,327912,6306,188,275
IJofEhiRpy0,24,2226333,131363,4743,11459
IKCcW7d1tlg,25,136012,1869,65,543
IOLzpBzUXZs,2,519161,1899,45,235
IP4hs_wq5yE,17,3621505,48924,3335,7104
IPgdIHV_zMo,1,1071466,10749,38082,7557
IQ2lnlj9WzQ,26,332114,67,11,23
IU-Fo-QEpOI,17,3095325,40946,1082,2472
IUmdcd_8Vwc,26,136047,4604,158,531
IUsFWiE0d20,22,157819,19559,52,1962
IX3_Aqji4yE,27,829768,4097,250,250
IX6gYfA6l88,28,1201914,13467,3838,4915
IXNrHusLXoM,10,3053922,95363,1852,3483
IYhwU5Q5mkA,23,384050,14184,232,1523
IYyjBXDyYLo,24,238791,7035,363,947
IZNAp5g-nPQ,24,2164847,58951,1930,7955
IbJwUqKgHkQ,28,957071,20469,910,2780
IcDI1iWmIp8,24,5143350,48280,2276,6011
If-n27SUAl8,24,31831,494,7,37
IfdihPR__WI,22,104929,2461,52,236
IgEcA4RT3tw,24,788036,13952,481,1085
IgUlowmSeHo,27,341347,13991,355,1472
IhhemrLxeeM,25,21180,191,25,157
Ii3Rr4-Pxow,26,2284631,105374,3229,7155
IiRmtBZu0pM,23,835472,40769,9065,9555
Ii_Gz1WbBGA,27,267685,11359,90,1273
IjTBcqpl2kc,22,2522343,52242,6285,0
IjvXgzSa1Dk,26,918115,40462,815,2760
IkV5VpEROW0,22,1524569,43346,924,2692
IlkBLwl4aBM,10,4321512,598021,2990,54873
IoqDYnn7VKA,23,535094,9247,617,635
IpN_wAlYZSs,1,1361565,48414,937,5129
IqutUA3UOuw,23,131168,544,23,32
Isvqg90LhqM,1,5605621,214818,4057,14384
ItL6vcUrpUs,10,4513621,138227,3451,4666
IvAvHjYoLUU,27,521943,23689,971,2766
IxF3mxWbdjw,24,1203464,82357,2287,10306
IyRRk3wgKMo,20,1973925,151991,28902,62110
IzQwbRdh5Ts,28,31505,191,1,4
IzbcIFW1qB0,25,20263,365,40,38
J-7FkW1Cuic,24,827210,15922,378,439
J-NEOU-Ujeg,25,41264,514,544,600
J-dv_DcDD_A,10,44782227,1320316,33742,85709
J0epg1oHGbM,10,2950319,262943,3284,13467
J0jgpUIbMEo,26,85744,3665,62,332
J15vfXqnwWw,17,5270335,56476,1859,6333
J3FcbFqSoQY,28,89218,2510,269,589
J41qe-TM1DY,10,7200045,1021328,2716,117897
J4vdqPcGJI4,17,96521,1918,62,325
J6R0X6NTnSw,10,6554859,138623,4808,4966
J6Tc4iyefe0,25,63358,316,97,0
J75enyWdbBM,10,7915761,101493,4701,4079
J83sZrz9XTc,28,3103982,105649,2466,14643
JA_sKkXiQMI,22,9560,239,19,61
JBTNG-8w5_g,23,1088804,17708,218,1206
JBw1nwYJESc,24,783794,10038,2827,1566
JDkHmQEOkYo,23,348104,23899,486,1749
JDmse8M-3-Y,24,3695752,176013,9983,25241
JFmkRNbDF70,24,1394264,35697,738,2561
JFydHaV0klA,24,2403767,110163,3862,27434
JGEsZBPkjNY,28,1946,8,0,1
JGo_a82jfj8,24,1969648,49503,3728,16980
JKFgn6tNU6w,1,325082,15766,575,2358
JKP-rOESfMs,20,850092,15695,1108,15981
JNWwVDkj24g,27,843024,15668,1014,1570
JNlOVdTQEIM,24,1111674,91287,1492,16563
JNv4w6DFoYs,19,917,3,1,0
JNyZ49q4vrU,23,3074226,155196,3427,14789
JOwmqPPkjww,15,642935,25897,229,2174
JQbjS0_ZfJ0,10,16354826,511764,9562,33304
JQkjAhmvITI,28,335194,25007,250,2072
JR06IhY4C2A,25,1018634,6882,873,8616
JRocY48P0qA,2,1549098,28255,1792,9103
JRuC_NoBrM8,25,39181,289,21,78
JRzZl_nq6fk,25,1074082,13987,499,2727
JSoLPm6a2yo,24,195473,1958,1232,1693
JTof-eIChUA,20,168969,3545,150,662
JWAvRIpuj1U,17,139068,0,0,0
JWH5KE1atAg,10,302226,28891,205,1852
JWa_Lbdl0J0,23,36526,260,47,97
JXKb6xtqC3w,24,1188770,53270,765,5402
JYmejM38vKs,17,945920,7559,349,2351
JZ2fRE_nkak,26,3335656,60121,3902,7358
JZ6cvJVULp4,27,228568,9763,158,1110
JZoO1Ftj-bM,1,2091534,58896,2246,6696
J_CFBjAyPWE,10,21594339,1072246,28662,128809
J_fFW78fc7s,26,29124,534,24,157
Jcghl0lbDSk,24,6450575,227180,8210,11775
JdHhNxedKs4,24,96835,264,318,93
JeRtUXTQ_aQ,10,1680396,47507,1434,2289
JefYnYIXY_8,27,311971,9362,243,977
JfQ3W0wjGh4,1,1318729,39261,1238,4991
JhvwFB-NUbA,24,863560,6254,3450,2927
Ji_4dH_FXzw,17,610307,2243,289,897
Jiia2IcFwqk,24,386062,2931,244,577
JnepCulEQOo,2,168863,1181,282,256
JoqBlEBpg9s,28,173088,7169,170,887
JpR_JaVguBk,24,371531,11214,740,778
JpoUN_A12Eg,1,147740,11601,2805,6440
JpvC3j9Qxus,24,2723593,39403,11924,58763
JqIkzS2wSz8,24,112034,3970,36,470
JqfuKsoEEms,24,14118990,5790,593,628
Jqh-XJovVJg,23,680776,22884,1643,1640
JrFiNSueT3Y,24,414562,2607,746,407
Js3WIRF595U,28,1044905,83454,761,4681
Juad74hE6rs,26,63461,3748,39,675
JuhWVxLtfWQ,17,327251,2253,48,147
JwivtxQEmc8,23,489735,5298,599,364
JyG5hdbQpDM,26,890329,54893,1716,4516
JyUKqUTp9rc,26,2309169,152236,1883,203884
JyVzPx4ecHA,10,203710,3797,361,639
JzA097DmNTI,25,313708,3658,86,100
K0u_kAWLJOA,20,2568366,95646,1381,11732
K1uiJIl614c,23,57035,762,63,120
K3ZwxsTOD_8,24,850594,27109,1225,5306
K45mFsyZxtU,24,2613507,21307,5113,4256
K5BoE8eBzoI,27,1025006,20522,2674,4488
K5xERXE7pxI,10,5786038,260499,4831,18838
K62oeVyaC-U,23,1292782,68925,680,27411
K6Zu3qKhON4,10,307027,8136,562,706
K7imG4DYXlM,28,321078,13364,900,2244
K8rE3XR9z8Q,25,247280,7585,581,0
K9kVsnTQh-g,28,73902,261,55,96
KB4_WIPE7vo,28,1483502,98006,2233,13807
KB_GCuJwPE4,22,553818,13166,1823,1770
KBlmLfHSKFs,15,242805,6029,271,692
KGBv8oT5lwk,15,68885,2820,24,216
KHeAmpahI08,24,388048,11119,328,669
KHyvGmuvIoY,24,918519,14047,1461,1142
KIEVOMxKWxc,20,387223,10504,365,1482
KKD9DLbRak8,24,1612248,19796,512,933
KNxUDJ8_qI0,24,1959703,143641,3873,9121
KONe4SNFA64,26,9233435,605954,5722,26319
KORiXf-u21Y,17,128236,681,37,86
KObL442PWhQ,24,1206106,34709,588,2526
KQKtSekSi94,24,1288201,23120,452,2444
KQRq9FZqNj0,10,2817973,64035,1340,1868
KQT32vW61eI,10,375663,15122,343,952
KU-v13ib_1U,24,240318,3309,221,275
KUUjtUP2CrE,10,4808435,54340,3022,2885
KUXd7p_vd3w,24,775924,16529,618,2227
KVit4vSAMsk,17,4551606,41430,1018,1793
KVw7fdB8gXM,10,28638,668,9,82
KWDUojLbxn4,24,998311,51002,1838,7027
KWM4DVRrdaA,23,1002679,57879,1412,9228
KX0fOxBVMRc,26,220550,7015,224,490
KXBYn9cwl7U,24,1122381,5424,292,394
KXPFrjp3yF0,27,485733,15594,379,1902
K_XXXDPODmw,22,1600770,107556,457,3999
KaTr8JC0hFA,26,368276,22148,683,2640
KbbgQsTbQ9Q,17,2321144,17363,1281,8934
Kc6CIwBVo5s,25,8594435,42999,3287,0
Kemqo35m8gk,26,1739399,14348,2239,2492
Kf2-86o5S1o,1,5142139,128916,8548,22156
KiBS-dbv_x0,24,10523399,282075,6270,10352
KijVBPwHhio,24,68011,581,51,151
KksXbA66RQQ,24,790388,13316,827,828
KobCmaF10vQ,24,77452,5359,98,1217
KozDGo0bsJA,17,522854,4518,91,701
KpHP8VmxnBo,27,771720,20614,344,1584
KpL6X856Y2E,25,269181,1012,190,433
Kpxn9nl02qg,24,425995,11520,1097,595
KrB-ASnFMVQ,17,1570411,11194,1550,769
KtA3Wp8eNgA,24,1127588,47801,1141,2560
KtlERZ5WnaU,23,460847,21236,733,1357
Kw0ih4jPOBo,10,920289,9754,658,552
KwBpwe-LqTc,24,252785,1684,293,290
KwnnwRSWz4o,26,146578,2280,467,687
KxdXruUUSIM,26,48026,1341,19,293
KxywNVLAf5o,24,802483,9584,422,1279
Ky9aIxiGzfk,1,1154360,31653,1070,2990
KyQyz2upSgY,23,2411761,101226,2361,5602
Kz7R1i2zFpk,24,1129249,11614,5010,4159
L0xKz5TsYb0,10,1114465,25538,822,985
L1d2BJqdywQ,26,2585,7,0,0
L29S0JPOrV0,26,2334865,152228,1763,10052
L2TLzPgqGdI,25,14972,154,5,14
L3ymBk6Vb04,23,8408515,331934,3817,12519
L5hl45NIAhc,17,58234,396,40,177
L87HuKmGwVQ,22,4269447,185468,2450,19998
L90R6PtxFKE,28,874634,24300,3210,4976
L9FBI1kOEHo,28,1036632,29431,3382,3736
LALQsqZP1nA,28,543711,18008,669,1231
LC3fWTXZXxE,26,1244190,79689,1940,8436
LDS8SeO6hyg,24,617505,14783,146,583
LE7QEIy-6NE,26,432620,11667,404,1114
LHLbPgXPnlk,25,55419,415,35,253
LHUKKrcXfJs,10,435619,11177,446,1013
LIEOeqNRikk,20,21199,151,12,12
LJdfE2Keno8,26,26967,836,36,190
LK3Yz9UpP_A,26,371510,11614,395,1002
LKnQVCCX8vU,24,316756,7778,245,506
LLOB5uG6zSQ,1,1089753,24060,955,2287
LLiXwMQW_VQ,24,1962973,12513,1525,1068
LN-m0Ci8MZ8,26,2451830,57922,1527,1434
LNHkxOU7zz8,10,4594686,135774,4939,11073
LNxWTS25Tbk,22,23506,1620,10,105
LPCxBsECSQs,25,584074,6187,239,702
LR2edIotyE8,24,202879,0,0,194
LSDCUIn33G4,24,318801,5906,145,518
LTyKOzyqyCM,10,144594,6215,194,447
LUuJl490BL0,25,208678,931,279,321
LX0wFKvticI,17,423043,4630,116,629
LZaANM2Zt-Q,22,24067,509,33,21
L_SyKf-ETlY,10,1095765,56438,1850,3663
LaMxS5-4U-c,10,28781,515,12,59
LbW-bMToXqo,10,147383,2678,155,257
LcExeXLNKyY,15,97535,1455,24,249
Ld57wNXddGU,20,205209,5147,57,188
LdhQzXHYLZ4,24,3848607,108396,6272,15825
LeFxjRMv5U8,28,758927,5386,419,1107
LeobgOWgJmY,24,42239,1115,42,307
Lgdc2t_CldQ,17,118865,2038,58,416
Lj6Y6JCu-l4,10,2705268,120923,1843,4431
LkpZFd2pZqY,24,213409,2690,40,403
LlQdOHakvHg,17,128413,1725,257,161
LnA4DGoihak,1,361432,2981,202,296
LnA7Au-DLUM,26,2234419,32438,1599,3365
LnFsp6iM5dg,20,2519858,150582,10274,26083
Lo52BObqCds,25,1311014,15855,3580,12920
Lok2EvthO-U,1,151626,9040,270,327
Lok8svIS218,22,171518,6303,331,847
LotoBix4UDM,24,641055,14068,233,642
LqU9CdPs6ek,22,4134994,170593,2294,11661
LryQJ25CnKU,10,41446137,502519,78095,36974
LsoLEjrDogU,10,57951412,1919583,73239,133601
LtBpvxdI1yQ,24,143619,1163,43,120
LtlkeMfbdpM,24,39595,228,6,26
LtpqdJkoKm8,24,4919175,135420,9449,22937
LvC8VzCcI88,26,2480760,135983,1468,7346
LxoGNkLpgZk,10,2839135,109630,9652,12067
Lydh_saD9EQ,26,294310,12964,120,1371
LyyqqECQ1z4,24,362180,8226,280,462
LzuDyq0-1LM,25,484199,8246,662,761
M-7Eur0G17Y,22,200246,7102,277,385
M-E5wDgptQA,24,1725355,28520,791,2572
M-Rl_kUU4vk,26,438733,11622,333,704
M-wat3TSQqY,26,552697,14091,414,908
M0kcLjxoYS8,23,1695926,105825,1544,7034
M2YwkAWg0_g,28,469432,24030,282,2450
M2xqMZ6b85w,28,309971,11844,206,792
M3W0ELaAOIg,22,298003,15863,1012,1446
M3mJkSqZbX4,10,5578495,62112,8151,4086
M4ZoCHID9GI,10,122544931,1427436,40837,55320
M4vnmgZLA8s,10,9164600,196128,24541,19152
M61Vt1C69JA,24,498613,8772,318,731
M79o2UejYKo,26,2484336,97054,2175,10124
M84oouivF7k,24,435338,23194,370,1091
M9VqmPX8m2k,1,292413,1244,333,320
MAjY8mCTXWk,10,17259071,132009,9552,14789
MBR2kxt7RK8,10,2188738,114913,4587,7233
MDIQBfdmusY,17,533815,6191,119,684
MEEj62ZqFYo,22,323471,6081,1425,1070
MEcc8e7WwXg,25,3548286,20230,2586,4231
MEcqo5fctxI,24,268035,2364,207,861
MHEYapANYk4,24,315148,3798,93,167
MHh9NWCR_ts,23,689858,45040,906,4337
MICQb4QW448,27,328687,12500,272,1657
MIQKlHSD89E,15,4218040,118478,1257,6892
MJO3FmmFuh4,24,258506,459,152,82
MKc22HuE_94,24,720317,11776,323,503
MLTwWIeiA24,24,2337251,53095,2713,6810
MLVcmQ62luE,22,7965486,207832,19422,12686
MMu-_KRZhwM,23,792979,24756,1634,1574
MNzBFgwkU0A,10,1322797,71645,611,3604
MSzytvDsPfo,24,1546967,17745,789,920
MT7RQ0gu8ak,24,1071848,26076,939,6192
MTf2X6EHyLQ,28,511315,14349,7047,3445
MUWUHf-rzks,27,1984239,109450,1419,6875
MVyvV0tOOjw,24,618752,39137,279,3711
MWb2vazaD28,24,1226948,97093,668,7586
MWbQdgjsvJI,26,2977964,148945,4316,10715
MXdXoQBVFmE,25,296315,1322,46,129
MXpPRTHo5fs,24,2083564,77377,2292,7601
MYdqaxZndzE,10,167110,2883,90,203
MYexYwr5Pz4,17,763000,2187,261,1163
MZlakv7Gq3w,17,156774,1849,95,291
MaTSyJDoxPo,26,186750,5770,85,249
Mb-gOG-RxHc,25,215345,746,334,666
McRNSFGwqtY,22,4719807,164227,1764,9044
MdBr8xh1mrg,1,28630,926,39,43
MdZmi9HGd9w,25,529088,3198,317,915
Me8jYR9Q0kw,22,1656235,98896,8019,11137
MeNR0guNn70,28,1353109,16766,1370,5417
MeXyRyxCjT4,22,1559583,52012,1593,2359
MfFFNck87eE,23,88663,6177,36,511
MfVetou0ERY,24,1477735,49801,1940,3862
MgMLdq9DnNc,26,281689,10722,439,789
Mgfe5tIwOj0,10,27335197,1260110,32962,55385
Mhzmc7LRIGo,26,3343908,99337,2915,8278
MinKIBZv2-k,25,78783,246,51,363
MjLqeKBforY,22,38479,2656,22,305
MjSZs_uOWxg,23,458494,13227,484,777
Mjl4OReUX-c,22,352667,8909,211,1013
Ml9v3wHLuWI,24,8734726,258964,6591,19905
Mmn0zFalrD4,28,345371,6015,325,988
Mo9Xw_EYDFo,17,292015,5190,239,570
Mp_lLZEEXVI,23,379449,18411,890,1087
MpaHR-V_R-o,20,813414,46295,1078,6870
MsPOzYbEUqo,22,799878,20436,4523,1732
MtJFuT0KFq4,22,411705,16819,1221,3650
MuPL-PSMX0Q,17,19412787,479898,22610,42478
MvFcY9rTPx8,25,5755949,43802,3771,0
MybjFHx_wfc,28,1425308,33534,2668,3895
MzrbqsBNh8Q,24,685619,14549,621,627
N-z9PidYH4E,26,1116365,52181,2195,6012
N0eu6U9PSbM,23,538061,11496,380,633
N1ikySurAP0,23,64262,1461,56,86
N4MtzsregT8,22,899519,19956,1060,1921
N54fzGwMybk,28,56032,2883,34,697
N7HFXgyTya0,23,1639968,74037,1221,3465
N7YPLAhjW6g,22,4541,144,1,29
N7xjGJwuu6E,25,37095,240,9,33
NBSAQenU2Bk,1,726044,25158,172,756
NBYL_QwYhjs,17,355279,11226,167,388
NBgNCDF4lG8,10,852554,17400,1186,2401
NC-TF0SPzzM,23,1441446,13468,335,314
NEmFS50lsTw,24,483127,3924,362,506
NHZr6P1csiY,10,2476190,195545,2615,15919
NHrwcQQ38bA,17,1597365,43308,474,2068
NIf8LjND67Y,22,458231,22063,1158,2023
NJAtY43vsl8,24,2985521,37345,2946,2451
NJcShzy0lMM,26,94403,3173,49,270
NJu6uMYQWAE,22,197811,7427,240,525
NKmGVE85GUU,27,1188777,38810,944,3104
NNeJR14kgTY,28,951655,15705,1363,4182
NOciiz9WK5Y,10,390695,18203,137,1418
NRrn5oNLcn0,24,1016463,42679,1166,736
NRs3YCJDBAs,26,477272,22515,738,1573
NSi-MniOTqI,24,765391,24056,372,3505
NSrNn5LuxxQ,25,232904,970,168,1815
NTN2gD9LJnU,17,301674,6211,107,660
NUMa0QkPzns,25,668826,40435,572,2146
NWOz3OZ6J9M,25,1596487,17105,13512,31931
NXkNF-3Sr24,22,101737,9730,49,609
NXpYoiCOuLE,1,53399,1113,42,73
NYMcACJLqJs,10,11415161,88781,3586,3091
NZ0ImXT1FZk,15,1417253,44358,893,7271
NZxVghfY6dk,24,664762,5917,1786,1887
NaY91YjVbEM,23,7172963,265719,3950,14870
Nb_t6X541yo,22,275380,16196,215,1128
NcsGpDFKCgY,28,619376,17420,1513,4518
NgloGi5xEa8,24,1572313,44804,888,3395
NjCIH1fXT0I,28,861822,19323,532,1904
NjMd89dggAk,10,490905,23512,1017,832
NkgW3SLLZgU,23,435057,7278,60,423
Nkl-k_rjn_U,10,788947,10702,363,375
Nl0iGMkxwcc,22,186912,5463,84,321
NnpyRKfAyik,15,83393,5817,31,1663
No35-c4zXjo,23,1629599,43060,3716,6358
NooW_RbfdWI,24,21113889,254342,7076,20099
Np0LMwqtOVM,26,469539,9372,238,1035
NpciU6AtlJU,10,68828,2841,174,360
NqfJ9wIWX4E,24,27931,125,50,74
Nr42pNrK5iU,26,330477,9661,221,885
NrikvhdYrJE,23,2014354,20459,951,1487
NsFna-Z1MjU,20,3383861,76615,3502,28489
NsJkUfrqLzY,10,649180,19786,997,1436
Nsg6ZDd4NfQ,26,334600,19941,209,1570
Nsm8l89x2H4,27,1285558,18981,3097,3596
Nt3shY9FGDI,24,54247,221,19,103
NtFe5PM87BU,17,470082,7344,489,2197
NtKS8YR5ioo,17,288663,2449,562,3855
NtN98IkKxmk,24,343759,3079,142,292
NtmvX1T4cU0,22,369038,9034,744,1055
NuXHriwQB9g,28,208865,1542,62,192
NuZJQ-YS7_w,25,26103,267,232,242
NuhhbcLyWWo,10,410483,45662,491,4339
NukmFF__G-g,10,12907907,490249,30218,50805
NwhkN7Y0WM0,19,169025,848,55,124
NzCSJrxQyQI,17,2620,8,12,5
NzJdS6YC9es,15,1631648,40981,646,10663
O-aQA1HKctQ,10,352641,22173,225,1895
O22GRZgcerA,26,230966,4475,137,410
O3ttybJghsc,17,1145202,8821,619,2661
O4-j4kwtu9Y,28,771612,20890,158,2406
O4_JNAFClFk,28,269126,2513,198,806
O4gJFUzmR8E,22,370239,7141,478,1280
O5GhCbhGWQ0,28,1029906,19025,1187,2271
O6BODAJVYc8,25,2398601,89696,18778,22375
